,기간,자치구,총전입,총전출
1242,2017년07월,마포구,"4,363","4,711"
1243,2017년08월,마포구,"5,112","5,692"
1244,2017년09월,마포구,"4,589","5,202"
1245,2017년10월,마포구,"3,822","4,617"
1246,2017년11월,마포구,"4,319","4,927"
1247,2017년12월,마포구,"4,188","4,756"
1248,2018년01월,마포구,"4,946","5,170"
1249,2018년02월,마포구,"5,873","5,930"
1250,2018년03월,마포구,"6,126","6,253"
1251,2018년04월,마포구,"4,870","5,044"
1252,2018년05월,마포구,"4,736","4,841"
1253,2018년06월,마포구,"4,431","4,462"
1254,2018년07월,마포구,"4,363","4,582"
1255,2018년08월,마포구,"4,434","4,847"
1256,2018년09월,마포구,"3,728","3,941"
1257,2018년10월,마포구,"6,213","5,815"
1258,2018년11월,마포구,"5,732","5,418"
1259,2018년12월,마포구,"4,775","4,768"
1260,2014년01월,강서구,"5,938","6,139"
1261,2014년02월,강서구,"7,478","8,172"
1262,2014년03월,강서구,"7,634","8,062"
1263,2014년04월,강서구,"7,405","7,636"
1264,2014년05월,강서구,"6,884","7,225"
1265,2014년06월,강서구,"11,073","8,883"
1266,2014년07월,강서구,"13,750","9,905"
1267,2014년08월,강서구,"13,762","9,507"
1268,2014년09월,강서구,"9,300","7,482"
1269,2014년10월,강서구,"10,326","8,865"
1270,2014년11월,강서구,"8,029","7,310"
1271,2014년12월,강서구,"7,857","7,362"
1272,2015년01월,강서구,"6,726","6,236"
1273,2015년02월,강서구,"7,694","7,409"
1274,2015년03월,강서구,"9,290","8,979"
1275,2015년04월,강서구,"8,096","7,947"
1276,2015년05월,강서구,"7,741","7,775"
1277,2015년06월,강서구,"8,231","8,012"
1278,2015년07월,강서구,"7,809","7,651"
1279,2015년08월,강서구,"7,445","7,305"
1280,2015년09월,강서구,"7,282","7,365"
1281,2015년10월,강서구,"8,579","9,049"
1282,2015년11월,강서구,"7,884","8,446"
1283,2015년12월,강서구,"7,827","8,327"
1284,2016년01월,강서구,"6,786","6,364"
1285,2016년02월,강서구,"7,858","7,728"
1286,2016년03월,강서구,"7,810","7,531"
1287,2016년04월,강서구,"6,686","6,643"
1288,2016년05월,강서구,"7,548","7,539"
1289,2016년06월,강서구,"7,003","7,344"
1290,2016년07월,강서구,"7,018","7,826"
1291,2016년08월,강서구,"9,712","9,148"
1292,2016년09월,강서구,"8,764","7,999"
1293,2016년10월,강서구,"9,642","8,981"
1294,2016년11월,강서구,"8,922","8,022"
1295,2016년12월,강서구,"8,103","7,886"
1296,2017년01월,강서구,"6,685","6,245"
1297,2017년02월,강서구,"8,584","8,327"
1298,2017년03월,강서구,"8,242","7,680"
1299,2017년04월,강서구,"7,226","6,780"
1300,2017년05월,강서구,"8,541","7,469"
1301,2017년06월,강서구,"7,998","7,145"
1302,2017년07월,강서구,"7,279","6,962"
1303,2017년08월,강서구,"7,812","7,598"
1304,2017년09월,강서구,"7,493","7,632"
1305,2017년10월,강서구,"6,603","6,767"
1306,2017년11월,강서구,"7,057","7,095"
1307,2017년12월,강서구,"6,697","6,783"
1308,2018년01월,강서구,"6,743","6,813"
1309,2018년02월,강서구,"7,411","7,463"
1310,2018년03월,강서구,"8,215","8,573"
1311,2018년04월,강서구,"6,979","7,493"
1312,2018년05월,강서구,"6,944","7,655"
1313,2018년06월,강서구,"6,350","7,034"
1314,2018년07월,강서구,"6,886","7,752"
1315,2018년08월,강서구,"6,704","7,608"
1316,2018년09월,강서구,"5,482","6,021"
1317,2018년10월,강서구,"7,769","8,518"
1318,2018년11월,강서구,"7,518","8,071"
1319,2018년12월,강서구,"6,698","7,280"
1320,2014년01월,서초구,"7,352","6,055"
1321,2014년02월,서초구,"8,887","8,358"
1322,2014년03월,서초구,"6,542","7,240"
1323,2014년04월,서초구,"5,690","6,401"
1324,2014년05월,서초구,"5,711","5,883"
1325,2014년06월,서초구,"5,517","5,160"
1326,2014년07월,서초구,"6,881","5,908"
1327,2014년08월,서초구,"7,538","5,787"
1328,2014년09월,서초구,"6,021","5,185"
1329,2014년10월,서초구,"7,080","6,107"
1330,2014년11월,서초구,"5,540","5,688"
1331,2014년12월,서초구,"6,564","6,740"
1332,2015년01월,서초구,"6,405","5,998"
1333,2015년02월,서초구,"7,328","7,585"
1334,2015년03월,서초구,"7,995","9,888"
1335,2015년04월,서초구,"6,423","7,913"
1336,2015년05월,서초구,"5,535","6,576"
1337,2015년06월,서초구,"6,453","6,804"
1338,2015년07월,서초구,"6,875","6,748"
1339,2015년08월,서초구,"6,763","6,612"
1340,2015년09월,서초구,"4,959","5,304"
1341,2015년10월,서초구,"5,930","6,226"
1342,2015년11월,서초구,"5,501","6,459"
1343,2015년12월,서초구,"6,376","7,207"
1344,2016년01월,서초구,"5,280","5,767"
1345,2016년02월,서초구,"7,100","7,876"
1346,2016년03월,서초구,"6,098","6,691"
1347,2016년04월,서초구,"4,928","5,483"
1348,2016년05월,서초구,"4,979","5,536"
1349,2016년06월,서초구,"5,349","5,435"
1350,2016년07월,서초구,"5,333","5,427"
1351,2016년08월,서초구,"5,819","6,163"
1352,2016년09월,서초구,"6,026","5,552"
1353,2016년10월,서초구,"7,410","6,813"
1354,2016년11월,서초구,"6,575","6,733"
1355,2016년12월,서초구,"6,239","6,843"
1356,2017년01월,서초구,"5,785","5,980"
1357,2017년02월,서초구,"8,204","8,413"
1358,2017년03월,서초구,"6,602","7,773"
1359,2017년04월,서초구,"4,902","5,550"
1360,2017년05월,서초구,"5,428","6,447"
1361,2017년06월,서초구,"5,164","6,185"
1362,2017년07월,서초구,"5,958","6,666"
1363,2017년08월,서초구,"6,572","6,932"
1364,2017년09월,서초구,"5,160","5,549"
1365,2017년10월,서초구,"4,685","5,242"
1366,2017년11월,서초구,"4,962","5,817"
1367,2017년12월,서초구,"5,258","6,020"
1368,2018년01월,서초구,"5,751","5,917"
1369,2018년02월,서초구,"7,378","7,199"
1370,2018년03월,서초구,"6,631","7,161"
1371,2018년04월,서초구,"5,083","5,594"
1372,2018년05월,서초구,"5,213","5,737"
1373,2018년06월,서초구,"5,200","5,695"
1374,2018년07월,서초구,"5,736","6,713"
1375,2018년08월,서초구,"6,621","7,549"
1376,2018년09월,서초구,"5,591","6,579"
1377,2018년10월,서초구,"8,270","9,572"
1378,2018년11월,서초구,"7,125","8,650"
1379,2018년12월,서초구,"6,059","7,123"
1380,2014년01월,금천구,"2,253","2,492"
1381,2014년02월,금천구,"2,966","3,167"
1382,2014년03월,금천구,"3,255","3,589"
1383,2014년04월,금천구,"3,277","3,586"
1384,2014년05월,금천구,"3,070","3,256"
1385,2014년06월,금천구,"2,775","3,211"
1386,2014년07월,금천구,"2,719","2,981"
1387,2014년08월,금천구,"2,372","2,749"
1388,2014년09월,금천구,"2,486","2,687"
1389,2014년10월,금천구,"2,894","3,257"
1390,2014년11월,금천구,"2,691","2,980"
1391,2014년12월,금천구,"2,752","3,116"
1392,2015년01월,금천구,"2,394","2,356"
1393,2015년02월,금천구,"2,245","2,393"
1394,2015년03월,금천구,"3,303","3,438"
1395,2015년04월,금천구,"3,252","3,311"
1396,2015년05월,금천구,"2,991","3,190"
1397,2015년06월,금천구,"3,145","3,344"
1398,2015년07월,금천구,"2,750","3,004"
1399,2015년08월,금천구,"2,798","3,144"
1400,2015년09월,금천구,"2,418","2,843"
1401,2015년10월,금천구,"3,029","3,601"
1402,2015년11월,금천구,"3,011","3,440"
1403,2015년12월,금천구,"2,720","3,239"
1404,2016년01월,금천구,"2,345","2,565"
1405,2016년02월,금천구,"2,726","3,022"
1406,2016년03월,금천구,"2,974","3,214"
1407,2016년04월,금천구,"2,746","2,872"
1408,2016년05월,금천구,"2,848","3,043"
1409,2016년06월,금천구,"2,573","2,843"
1410,2016년07월,금천구,"2,322","2,577"
1411,2016년08월,금천구,"2,640","3,132"
1412,2016년09월,금천구,"2,359","2,781"
1413,2016년10월,금천구,"2,804","3,233"
1414,2016년11월,금천구,"2,876","3,213"
1415,2016년12월,금천구,"5,657","4,033"
1416,2017년01월,금천구,"3,508","2,812"
1417,2017년02월,금천구,"3,570","3,427"
1418,2017년03월,금천구,"3,313","3,223"
1419,2017년04월,금천구,"2,784","2,772"
1420,2017년05월,금천구,"3,022","2,999"
1421,2017년06월,금천구,"2,628","2,732"
1422,2017년07월,금천구,"2,458","2,732"
1423,2017년08월,금천구,"2,760","3,032"
1424,2017년09월,금천구,"2,519","2,874"
1425,2017년10월,금천구,"2,639","2,815"
1426,2017년11월,금천구,"2,642","2,797"
1427,2017년12월,금천구,"2,387","2,692"
1428,2018년01월,금천구,"2,559","2,726"
1429,2018년02월,금천구,"2,548","2,984"
1430,2018년03월,금천구,"3,156","3,607"
1431,2018년04월,금천구,"2,771","3,247"
1432,2018년05월,금천구,"2,775","3,019"
1433,2018년06월,금천구,"2,308","2,661"
1434,2018년07월,금천구,"2,553","2,688"
1435,2018년08월,금천구,"2,510","2,906"
1436,2018년09월,금천구,"2,145","2,230"
1437,2018년10월,금천구,"3,001","3,157"
1438,2018년11월,금천구,"4,296","3,330"
1439,2018년12월,금천구,"3,172","2,953"
1440,2014년01월,중구,"1,461","1,689"
1441,2014년02월,중구,"1,990","2,149"
1442,2014년03월,중구,"2,084","2,333"
1443,2014년04월,중구,"1,790","2,045"
1444,2014년05월,중구,"1,770","1,892"
1445,2014년06월,중구,"1,615","1,870"
1446,2014년07월,중구,"1,556","1,795"
1447,2014년08월,중구,"1,445","1,688"
1448,2014년09월,중구,"1,455","1,583"
1449,2014년10월,중구,"1,761","1,963"
1450,2014년11월,중구,"1,566","1,928"
1451,2014년12월,중구,"1,612","2,037"
1452,2015년01월,중구,"1,539","1,675"
1453,2015년02월,중구,"1,634","1,691"
1454,2015년03월,중구,"2,050","2,198"
1455,2015년04월,중구,"1,759","2,010"
1456,2015년05월,중구,"1,552","2,043"
1457,2015년06월,중구,"1,638","2,058"
1458,2015년07월,중구,"1,610","1,945"
1459,2015년08월,중구,"1,546","1,786"
1460,2015년09월,중구,"1,444","1,593"
1461,2015년10월,중구,"1,855","1,929"
1462,2015년11월,중구,"1,741","1,978"
1463,2015년12월,중구,"1,710","2,044"
1464,2016년01월,중구,"1,479","1,646"
1465,2016년02월,중구,"2,114","2,195"
1466,2016년03월,중구,"2,115","1,941"
1467,2016년04월,중구,"1,646","1,685"
1468,2016년05월,중구,"1,526","1,783"
1469,2016년06월,중구,"1,533","1,740"
1470,2016년07월,중구,"1,528","1,581"
1471,2016년08월,중구,"1,904","1,772"
1472,2016년09월,중구,"1,567","1,629"
1473,2016년10월,중구,"1,822","1,814"
1474,2016년11월,중구,"1,557","1,729"
1475,2016년12월,중구,"1,804","2,140"
1476,2017년01월,중구,"1,377","1,671"
1477,2017년02월,중구,"1,938","2,232"
1478,2017년03월,중구,"1,741","2,084"
1479,2017년04월,중구,"1,324","1,568"
1480,2017년05월,중구,"1,504","1,548"
1481,2017년06월,중구,"1,533","1,630"
1482,2017년07월,중구,"1,391","1,448"
1483,2017년08월,중구,"2,661","1,826"
1484,2017년09월,중구,"2,305","1,772"
1485,2017년10월,중구,"1,622","1,513"
1486,2017년11월,중구,"1,799","1,690"
1487,2017년12월,중구,"1,709","1,592"
1488,2018년01월,중구,"1,815","1,749"
1489,2018년02월,중구,"2,119","1,947"
1490,2018년03월,중구,"2,227","2,110"
1491,2018년04월,중구,"1,729","1,829"
1492,2018년05월,중구,"1,875","1,732"
1493,2018년06월,중구,"1,535","1,657"
1494,2018년07월,중구,"1,512","1,625"
1495,2018년08월,중구,"1,488","1,620"
1496,2018년09월,중구,"1,334","1,347"
1497,2018년10월,중구,"1,833","1,880"
1498,2018년11월,중구,"1,628","1,688"
1499,2018년12월,중구,"1,676","1,689"
