기간,자치구,동,합계,,,자영업주 및 무급가족,,상용근로자,,임시 및 일용근로자,,기타 종사자,
기간,자치구,동,사업체수,총종사자수,여성종사자수,소계,여성종사자수,소계,여성종사자수,소계,여성종사자수,소계,여성종사자수
2014,성동구,왕십리2동,776,"2,141","1,223",794,311,892,560,298,205,157,147
2014,성동구,마장동,"3,175","11,488","3,863","2,932",928,"7,560","2,495",836,389,160,51
2014,성동구,사근동,"1,083","9,933","5,254","1,056",436,"5,723","2,762","3,029","2,011",125,45
2014,성동구,행당1동,"1,385","8,618","4,048","1,358",641,"5,387","2,337","1,639",938,234,132
2014,성동구,행당2동,571,"1,996","1,176",563,257,"1,167",736,266,183,-,-
2014,성동구,응봉동,395,"1,134",587,435,174,525,317,80,42,94,54
2014,성동구,금호1가동,551,"1,719",896,553,222,949,541,166,99,51,34
2014,성동구,금호4가동,642,"2,037","1,002",663,303,"1,120",507,173,118,81,74
2014,성동구,성수1가1동,"1,510","7,040","2,457","1,323",409,"4,603","1,622",628,311,486,115
2014,성동구,성수1가2동,"2,035","15,600","6,295","1,537",528,"12,189","4,865","1,090",523,784,379
2014,성동구,성수2가1동,"2,417","15,413","5,331","2,093",761,"11,755","3,913",763,361,802,296
2014,성동구,성수2가3동,"4,789","44,694","16,543","3,195",964,"38,635","14,274","2,081","1,103",783,202
2014,성동구,송정동,695,"2,426",979,711,236,"1,585",674,105,69,25,-
2014,성동구,용답동,"2,135","14,846","5,473","1,973",690,"10,886","3,889","1,487",632,500,262
2014,성동구,왕십리도선동,"1,730","8,608","4,182","1,688",715,"4,695","2,236","1,553",740,672,491
2014,성동구,금호2.3가동,"1,016","2,273","1,228","1,102",510,931,575,193,118,47,25
2014,성동구,옥수동,809,"2,865","1,507",731,349,"1,744",948,350,190,40,20
2014,광진구,소계,"24,760","117,420","51,808","25,076","10,609","66,057","29,518","22,972","9,720","3,315","1,961"
2014,광진구,화양동,"2,510","14,547","6,968","2,694","1,130","7,829","3,892","3,849","1,850",175,96
2014,광진구,군자동,"1,566","7,756","3,381","1,527",645,"4,699","1,968","1,426",692,104,76
2014,광진구,중곡1동,"1,634","7,185","3,064","1,825",776,"4,247","1,701",872,460,241,127
2014,광진구,중곡2동,"1,726","6,100","3,126","1,751",747,"2,795","1,418","1,253",767,301,194
2014,광진구,중곡3동,"1,346","4,649","2,206","1,550",647,"1,854",999,968,464,277,96
2014,광진구,중곡4동,"1,541","4,769","2,328","1,830",775,"2,193","1,113",624,347,122,93
2014,광진구,능동,744,"4,774","2,298",587,250,"3,057","1,253",675,457,455,338
2014,광진구,구의1동,"1,871","6,005","2,668","1,860",793,"2,923","1,324",882,396,340,155
2014,광진구,구의2동,"1,287","5,145","2,217","1,367",560,"3,183","1,323",563,313,32,21
2014,광진구,구의3동,"2,576","18,683","6,036","2,272",932,"9,590","3,793","6,656","1,206",165,105
2014,광진구,광장동,"1,440","11,022","4,987","1,211",562,"8,117","3,628","1,278",628,416,169
2014,광진구,자양1동,"1,652","6,772","3,157","1,719",760,"4,142","1,792",672,399,239,206
2014,광진구,자양2동,"1,488","7,178","3,097","1,467",544,"4,136","1,772","1,355",640,220,141
2014,광진구,자양3동,"1,299","6,077","3,250","1,190",503,"3,557","1,920","1,192",748,138,79
2014,광진구,자양4동,"2,080","6,758","3,025","2,226",985,"3,735","1,622",707,353,90,65
2014,동대문구,소계,"32,878","137,079","62,555","34,681","13,817","77,590","34,545","18,230","9,563","6,578","4,630"
2014,동대문구,회기동,"1,004","9,582","5,166","1,181",554,"6,293","3,289","2,041","1,276",67,47
2014,동대문구,휘경1동,"1,055","4,061","2,221","1,156",500,"2,083","1,147",556,351,266,223
2014,동대문구,휘경2동,"1,142","4,772","2,424","1,198",354,"3,022","1,722",463,308,89,40
2014,동대문구,청량리동,"1,746","8,159","3,761","1,976",872,"5,040","2,067",652,367,491,455
2014,동대문구,용신동,"5,776","30,562","12,992","5,801","2,216","18,776","7,434","3,574","1,587","2,411","1,755"
2014,동대문구,제기동,"4,697","12,105","5,572","5,741","2,581","4,912","2,106",765,441,687,444
2014,동대문구,전농1동,"2,339","7,903","3,937","2,349",992,"3,914","1,981","1,538",903,102,61
2014,동대문구,전농2동,861,"4,459","2,198",843,357,"2,663","1,322",893,489,60,30
2014,동대문구,답십리1동,"2,222","9,932","3,938","2,215",745,"5,922","2,488","1,299",465,496,240
2014,동대문구,답십리2동,"2,061","5,854","2,255","2,077",670,"3,069","1,132",546,342,162,111
2014,동대문구,장안1동,"4,535","21,072","9,307","4,296","1,541","13,171","5,650","2,210","1,051","1,395","1,065"
2014,동대문구,장안2동,"3,210","10,658","5,374","3,353","1,356","5,322","2,696","1,818","1,199",165,123
2014,동대문구,이문1동,"1,496","5,870","2,513","1,693",732,"2,416","1,081","1,716",681,45,19
2014,동대문구,이문2동,734,"2,090",897,802,347,987,430,159,103,142,17
2014,중랑구,소계,"28,047","99,712","47,448","30,926","12,234","46,540","21,905","16,673","10,215","5,573","3,094"
2014,중랑구,면목2동,"2,065","6,127","2,691","2,311",895,"2,203",963,"1,279",788,334,45
2014,중랑구,면목4동,"1,114","3,630","1,706","1,290",548,"1,593",639,639,433,108,86
2014,중랑구,면목5동,"1,031","3,557","1,444","1,193",451,"1,699",580,538,385,127,28
2014,중랑구,면목7동,"1,485","4,227","2,227","1,853",823,"1,434",745,907,639,33,20
2014,중랑구,상봉1동,"1,145","6,728","3,093","1,105",441,"3,686","1,494",803,459,"1,134",699
2014,중랑구,상봉2동,"2,147","10,529","5,004","2,421","1,068","5,357","2,222","1,842","1,127",909,587
2014,중랑구,중화1동,"1,108","3,820","2,040","1,228",494,"1,825","1,087",466,265,301,194
2014,중랑구,중화2동,"2,262","7,197","3,278","2,569","1,112","2,926","1,362","1,184",744,518,60
2014,중랑구,묵1동,"1,536","5,806","2,956","1,525",621,"2,789","1,600","1,217",554,275,181
2014,중랑구,묵2동,"1,823","4,697","2,249","1,932",670,"1,983","1,035",522,344,260,200
2014,중랑구,망우3동,"1,082","3,486","1,665","1,200",478,"1,700",813,541,344,45,30
2014,중랑구,신내1동,"1,723","8,358","3,519","1,728",611,"5,383","2,148",990,571,257,189
2014,중랑구,신내2동,"1,133","5,374","2,815","1,111",448,"3,246","1,656",910,617,107,94
2014,중랑구,면목본동,"2,516","7,060","3,778","2,905","1,232","2,100","1,047","1,607","1,107",448,392
2014,중랑구,면목3.8동,"2,937","7,977","3,495","3,296","1,019","2,936","1,551","1,577",868,168,57
2014,중랑구,망우본동,"2,940","11,139","5,488","3,259","1,323","5,680","2,963","1,651",970,549,232
2014,성북구,소계,"25,104","107,496","52,993","26,901","11,314","58,662","28,597","19,289","11,453","2,644","1,629"
2014,성북구,돈암1동,399,"1,514",843,384,140,934,586,126,86,70,31
2014,성북구,돈암2동,377,"2,040","1,224",361,175,"1,478",916,171,105,30,28
2014,성북구,안암동,"1,384","12,385","5,485","1,312",523,"8,503","3,672","2,514","1,249",56,41
2014,성북구,보문동,"1,296","5,098","2,433","1,363",498,"2,702","1,291",838,488,195,156
2014,성북구,정릉1동,795,"1,940",973,856,341,799,479,261,144,24,9
2014,성북구,정릉2동,962,"2,987","1,372","1,019",384,"1,475",743,353,205,140,40
2014,성북구,정릉3동,717,"4,398","1,954",744,303,"2,336",939,"1,284",684,34,28
2014,성북구,정릉4동,882,"3,917","1,541",957,386,"2,566",914,383,234,11,7
2014,성북구,길음1동,"1,128","3,816","2,318","1,282",620,"1,838","1,175",637,465,59,58
2014,성북구,길음2동,"1,218","4,884","2,932","1,159",612,"2,926","1,724",504,338,295,258
2014,성북구,월곡1동,"1,342","5,280","2,393","1,430",578,"3,051","1,397",654,347,145,71
2014,성북구,월곡2동,"1,574","7,511","3,992","1,711",695,"4,087","2,097","1,660","1,153",53,47
2014,성북구,장위1동,"1,124","2,740","1,487","1,279",505,887,544,502,390,72,48
2014,성북구,장위2동,"1,663","4,920","2,345","2,067",879,"1,744",836,"1,076",613,33,17
2014,성북구,장위3동,"1,141","4,335","1,809","1,281",490,"2,178",778,667,454,209,87
2014,성북구,성북동,"1,005","5,014","2,549",883,394,"3,503","1,759",527,337,101,59
2014,성북구,삼선동,"1,893","9,395","4,508","1,945",880,"5,398","2,436","1,612",919,440,273
2014,성북구,동선동,"1,915","9,677","5,323","2,032",923,"5,046","2,742","2,371","1,492",228,166
2014,성북구,종암동,"2,054","7,260","3,670","2,325",991,"3,894","2,069",978,591,63,19
2014,성북구,석관동,"2,235","8,385","3,842","2,511",997,"3,317","1,500","2,171","1,159",386,186
2014,강북구,소계,"19,223","70,919","36,634","21,298","9,027","33,142","16,540","10,875","6,525","5,604","4,542"
2014,강북구,번1동,"1,737","9,030","5,326","1,799",792,"3,823","1,917","1,199",767,"2,209","1,850"
2014,강북구,번2동,677,"3,325","1,271",653,200,"2,319",777,183,146,170,148
2014,강북구,번3동,887,"2,621","1,114",908,260,"1,355",612,262,172,96,70
2014,강북구,수유1동,"1,577","5,448","2,879","1,842",847,"2,725","1,411",631,425,250,196
2014,강북구,수유2동,"1,373","4,814","2,612","1,540",652,"2,128","1,248",833,517,313,195
2014,강북구,수유3동,"2,323","8,482","4,434","2,632","1,204","3,820","1,773","1,185",737,845,720
2014,강북구,삼양동,"1,282","3,599","1,962","1,456",626,"1,503",878,597,440,43,18
2014,강북구,미아동,"1,696","6,533","3,341","1,865",780,"2,496","1,284","1,594",773,578,504
2014,강북구,송중동,"2,018","7,991","4,277","2,268",945,"3,419","1,968","1,774",971,530,393
2014,강북구,송천동,"2,283","7,288","3,916","2,538","1,124","3,245","1,755","1,149",734,356,303
2014,강북구,삼각산동,750,"2,038","1,235",828,371,"1,057",763,152,100,1,1
2014,강북구,우이동,"1,002","3,703","1,360","1,188",539,"2,060",584,359,200,96,37
2014,강북구,인수동,"1,618","6,047","2,907","1,781",687,"3,192","1,570",957,543,117,107
2014,도봉구,소계,"18,584","66,137","31,072","19,442","7,444","36,755","17,586","7,376","4,465","2,564","1,577"
2014,도봉구,쌍문1동,946,"3,994","2,151",984,371,"2,294","1,322",680,430,36,28
2014,도봉구,쌍문2동,"1,306","4,728","2,418","1,289",538,"2,684","1,334",566,374,189,172
2014,도봉구,쌍문3동,933,"3,760","1,839","1,013",424,"2,201","1,143",476,238,70,34
2014,도봉구,쌍문4동,619,"1,761",965,657,283,910,570,185,105,9,7
2014,도봉구,방학1동,"2,350","10,277","4,745","2,473","1,093","6,579","2,815","1,023",704,202,133
2014,도봉구,방학2동,"1,240","2,637","1,374","1,309",514,831,511,469,321,28,28
2014,도봉구,방학3동,903,"3,061","1,469",933,317,"1,884",989,174,118,70,45
2014,도봉구,창1동,"1,401","3,564","1,833","1,449",468,"1,579",948,296,180,240,237
2014,도봉구,창2동,"1,370","4,513","2,085","1,510",574,"2,437","1,158",410,254,156,99
2014,도봉구,창3동,964,"2,122","1,125","1,142",473,730,468,213,149,37,35
2014,도봉구,창4동,"1,224","6,835","3,249","1,108",426,"4,173","1,868","1,029",512,525,443
2014,도봉구,창5동,"2,122","6,655","2,906","2,090",569,"3,656","1,798",764,416,145,123
2014,도봉구,도봉1동,"1,721","5,669","2,238","1,963",810,"2,998","1,018",635,380,73,30
2014,도봉구,도봉2동,"1,485","6,561","2,675","1,522",584,"3,799","1,644",456,284,784,163
2014,노원구,소계,"26,081","109,272","55,738","26,363","10,451","63,725","32,587","13,452","8,205","5,732","4,495"
2014,노원구,월계1동,"1,420","5,203","2,077","1,508",602,"2,990","1,059",685,400,20,16
2014,노원구,월계2동,"1,093","3,753","1,675","1,092",318,"2,160","1,052",477,284,24,21
2014,노원구,월계3동,962,"3,700","1,856",934,311,"2,467","1,280",161,139,138,126
2014,노원구,공릉2동,"1,910","11,451","5,407","1,915",768,"7,307","3,425","2,220","1,208",9,6
2014,노원구,하계1동,930,"6,964","3,458",877,401,"5,120","2,411",782,532,185,114
2014,노원구,하계2동,390,"1,038",563,398,136,553,371,53,27,34,29
2014,노원구,중계본동,"1,190","4,974","2,479","1,179",500,"2,481","1,222",832,464,482,293
2014,노원구,중계1동,929,"4,169","2,288",931,399,"2,251","1,294",668,392,319,203
2014,노원구,중계4동,"1,026","3,605","2,059","1,064",489,"2,033","1,191",433,316,75,63
2014,노원구,상계1동,"2,919","9,736","3,746","2,939",790,"5,513","2,153",907,555,377,248
2014,노원구,상계2동,"2,530","9,395","5,407","2,684","1,277","4,471","2,777","1,753",993,487,360
2014,노원구,상계5동,"1,377","3,383","1,857","1,420",628,"1,348",815,470,295,145,119
2014,노원구,상계8동,597,"1,952","1,212",646,278,997,701,302,227,7,6
2014,노원구,상계9동,719,"2,352","1,263",725,277,"1,378",821,222,138,27,27
2014,노원구,상계10동,490,"2,125",899,468,168,"1,569",677,23,12,65,42
2014,노원구,상계3.4동,"1,616","4,327","1,732","1,673",670,"2,221",805,361,225,72,32
2014,노원구,상계6.7동,"1,919","14,958","9,340","1,802",741,"8,913","5,207","1,248",793,"2,995","2,599"
2014,노원구,중계2.3동,"1,341","5,277","3,134","1,372",640,"3,122","1,967",761,509,22,18
2014,노원구,공릉1동,"2,723","10,910","5,286","2,736","1,058","6,831","3,359","1,094",696,249,173
2014,은평구,소계,"24,269","84,489","43,534","25,484","10,903","44,007","23,096","10,477","6,011","4,521","3,524"
2014,은평구,녹번동,"1,783","8,681","3,997","1,679",632,"5,758","2,765",887,341,357,259
2014,은평구,불광1동,"1,692","6,550","3,914","1,706",780,"3,082","1,777",624,393,"1,138",964
2014,은평구,갈현1동,"1,400","5,083","2,908","1,593",722,"2,452","1,410",678,455,360,321
2014,은평구,갈현2동,"1,550","5,861","3,336","1,647",745,"2,478","1,400","1,301",862,435,329
2014,은평구,구산동,"1,194","5,328","2,843","1,197",458,"3,325","1,915",714,402,92,68
2014,은평구,대조동,"2,573","7,530","4,213","2,702","1,300","3,373","1,942","1,104",707,351,264
2014,은평구,응암1동,"1,710","7,436","3,882","1,737",800,"4,310","2,421","1,059",371,330,290
2014,은평구,응암2동,855,"2,147","1,065",961,394,"1,034",576,129,79,23,16
2014,은평구,신사1동,"1,313","3,689","1,796","1,342",551,"1,534",778,763,426,50,41
2014,은평구,신사2동,"1,549","3,212","1,035","1,548",307,"1,516",628,120,78,28,22
2014,은평구,증산동,"1,146","4,036","1,594","1,235",503,"2,196",763,447,244,158,84
2014,은평구,수색동,806,"2,735","1,080",859,371,"1,687",606,139,93,50,10
2014,은평구,진관동,"1,093","5,712","2,758","1,075",526,"3,836","1,801",663,367,138,64
2014,은평구,불광2동,"1,287","4,045","2,242","1,435",702,"1,888","1,049",442,295,280,196
2014,은평구,응암3동,"1,807","4,992","2,846","2,076",973,"2,068","1,244",563,379,285,250
2014,은평구,역촌동,"2,511","7,452","4,025","2,692","1,139","3,470","2,021",844,519,446,346
2014,서대문구,소계,"19,454","102,163","50,339","19,755","8,568","62,579","30,625","15,886","8,737","3,943","2,409"
2014,서대문구,천연동,872,"2,577","1,382",937,447,"1,357",727,244,183,39,25
2014,서대문구,홍제1동,"1,132","4,276","2,304","1,157",522,"1,945","1,128",661,300,513,354
2014,서대문구,홍제3동,"1,279","3,978","2,139","1,383",651,"1,840",982,662,437,93,69
2014,서대문구,홍제2동,565,"1,652",833,546,278,823,349,218,158,65,48
2014,서대문구,홍은1동,992,"2,441","1,237","1,091",473,"1,135",610,165,111,50,43
2014,서대문구,홍은2동,"1,134","5,947","2,756","1,209",480,"3,608","1,727",890,511,240,38
2014,서대문구,남가좌1동,628,"1,370",819,729,405,442,276,149,106,50,32
2014,서대문구,남가좌2동,"1,487","4,246","2,042","1,675",714,"1,754",894,712,360,105,74
2014,서대문구,북가좌1동,541,"2,404",894,540,163,"1,360",542,343,167,161,22
2014,서대문구,북가좌2동,"2,224","6,626","2,800","2,379",748,"2,323","1,040","1,578",880,346,132
2014,서대문구,충현동,"1,826","21,367","8,597","1,311",586,"17,253","6,423","1,445",677,"1,358",911
2014,서대문구,북아현동,699,"1,961",970,796,327,"1,021",570,111,60,33,13
2014,서대문구,신촌동,"3,877","32,934","18,977","3,881","1,884","20,927","12,360","7,413","4,222",713,511
2014,서대문구,연희동,"2,198","10,384","4,589","2,121",890,"6,791","2,997","1,295",565,177,137
2014,마포구,소계,"35,070","227,966","101,662","28,708","11,968","159,419","68,194","29,250","15,157","10,589","6,343"
2014,마포구,용강동,"2,620","16,683","6,601","1,524",636,"11,882","4,693","2,723",960,554,312
2014,마포구,대흥동,"1,656","10,673","5,207","1,535",637,"6,495","3,192","1,656",730,987,648
2014,마포구,염리동,783,"4,876","2,083",725,338,"3,771","1,593",315,109,65,43
2014,마포구,신수동,"1,468","6,454","2,988","1,345",399,"3,793","1,753",459,222,857,614
2014,마포구,서교동,"9,033","54,723","27,167","6,950","2,871","34,259","16,538","10,775","6,000","2,739","1,758"
2014,마포구,합정동,"1,987","10,375","4,771","1,555",628,"7,260","3,158",984,647,576,338
2014,마포구,망원1동,"1,397","4,926","2,531","1,430",585,"2,769","1,572",614,313,113,61
2014,마포구,망원2동,"1,380","4,265","1,762","1,349",569,"2,239",946,345,162,332,85
2014,마포구,연남동,"1,313","5,315","2,282","1,189",487,"2,991","1,382","1,008",332,127,81
2014,마포구,성산1동,"1,543","9,921","3,420","1,100",355,"7,937","2,554",742,415,142,96
2014,마포구,성산2동,"1,760","9,355","4,381","1,622",672,"6,321","2,894","1,371",778,41,37
2014,마포구,상암동,"2,033","31,734","11,264","1,464",699,"28,439","9,454","1,455",966,376,145
2014,마포구,도화동,"1,975","15,214","7,245","1,482",674,"11,215","5,198","1,440",714,"1,077",659
2014,마포구,서강동,"1,612","10,471","5,080","1,393",561,"6,732","3,167","1,970","1,115",376,237
2014,마포구,공덕동,"2,740","19,854","9,194","2,557","1,121","13,281","6,210","2,521","1,127","1,495",736
2014,마포구,아현동,"1,770","13,127","5,686","1,488",736,"10,035","3,890",872,567,732,493
2014,양천구,소계,"26,189","114,617","53,023","25,865","10,784","66,896","30,540","15,376","7,740","6,480","3,959"
2014,양천구,목1동,"2,917","21,221","9,867","2,166","1,074","14,738","6,076","2,871","1,692","1,446","1,025"
2014,양천구,목2동,"1,151","4,005","1,895","1,180",515,"2,050","1,008",598,258,177,114
2014,양천구,목3동,"1,240","4,149","2,281","1,303",615,"2,243","1,313",505,275,98,78
2014,양천구,목4동,"1,351","3,942","2,085","1,474",699,"1,666",927,470,238,332,221
2014,양천구,신월1동,"1,802","5,152","2,264","2,067",885,"2,107",813,803,457,175,109
2014,양천구,신월2동,"1,174","3,846","1,696","1,197",433,"2,068",974,459,198,122,91
2014,양천구,신월3동,969,"4,143","1,650",950,351,"2,469",970,477,291,247,38
2014,양천구,신월4동,"1,149","4,271","1,625","1,218",476,"2,150",871,797,202,106,76
2014,양천구,신월5동,977,"4,412","1,896","1,031",404,"2,666","1,053",560,314,155,125
2014,양천구,신월6동,"1,625","3,412","1,148","1,645",313,"1,257",577,402,180,108,78
2014,양천구,신월7동,"1,393","5,685","2,000","1,477",562,"3,356",917,661,369,191,152
2014,양천구,신정1동,"1,099","4,645","2,434","1,119",561,"2,649","1,218",486,329,391,326
2014,양천구,신정2동,"1,080","3,552","1,966","1,121",517,"1,835","1,096",423,278,173,75
2014,양천구,신정3동,"2,036","9,120","3,936","1,970",774,"5,368","2,411","1,426",583,356,168
2014,양천구,신정6동,698,"5,242","2,543",672,330,"3,992","1,858",397,245,181,110
2014,양천구,신정7동,"1,019","4,262","1,863","1,003",387,"2,748","1,149",261,143,250,184
2014,양천구,목5동,"1,520","10,219","5,556","1,407",727,"6,726","3,977","1,778",670,308,182
2014,양천구,신정4동,"2,989","13,339","6,318","2,865","1,161","6,808","3,332","2,002","1,018","1,664",807
2014,강서구,소계,"32,789","185,361","83,144","30,316","12,444","127,978","56,910","18,010","8,691","9,057","5,099"
2014,강서구,염창동,"2,182","15,418","5,813","1,717",744,"11,637","4,163","1,437",635,627,271
2014,강서구,등촌1동,"1,835","12,754","4,930","1,429",616,"8,914","3,426","1,694",606,717,282
2014,강서구,등촌2동,724,"3,267","1,446",679,271,"2,182",908,239,123,167,144
2014,강서구,등촌3동,"2,426","19,280","9,764","1,934",856,"14,436","7,313","1,929","1,037",981,558
2014,강서구,화곡본동,"1,397","4,023","2,165","1,442",603,"1,702","1,062",751,399,128,101
2014,강서구,화곡2동,860,"2,471","1,178",878,357,"1,150",603,329,146,114,72
2014,강서구,화곡3동,"1,147","4,424","2,621","1,161",534,"1,984","1,251",599,297,680,539
2014,강서구,화곡4동,"1,423","3,648","1,856","1,620",733,"1,599",864,341,196,88,63
2014,강서구,화곡6동,"1,832","11,365","5,231","1,702",748,"6,498","2,402","1,667",862,"1,498","1,219"
2014,강서구,화곡8동,"1,178","3,005","1,548","1,261",571,"1,230",652,427,243,87,82
2014,강서구,가양1동,"1,431","11,384","3,617","1,026",378,"8,567","2,790",726,239,"1,065",210
2014,강서구,가양2동,636,"3,140","1,610",510,207,"2,279","1,172",277,180,74,51
2014,강서구,가양3동,884,"6,697","2,689",552,169,"5,414","2,121",559,307,172,92
2014,강서구,발산1동,"2,258","11,101","4,818","2,154",918,"7,614","3,205",628,308,705,387
2014,강서구,공항동,"1,840","33,538","16,040","1,588",647,"30,677","14,848","1,038",482,235,63
2014,강서구,방화1동,"3,287","8,755","3,821","3,345",949,"4,210","2,225",862,536,338,111
2014,강서구,방화2동,"1,887","10,884","4,437","1,646",747,"7,784","2,898","1,271",689,183,103
2014,강서구,방화3동,917,"4,323","1,701",808,274,"2,940","1,083",408,277,167,67
2014,강서구,화곡1동,"3,040","9,639","4,439","3,281","1,417","3,552","1,906","2,199",781,607,335
2014,강서구,우장산동,"1,605","6,245","3,420","1,583",705,"3,609","2,018",629,348,424,349
2014,구로구,소계,"36,679","197,894","82,540","31,562","11,522","144,487","58,840","16,041","8,642","5,804","3,536"
2014,구로구,신도림동,"2,634","13,863","6,582","2,249",757,"8,757","4,297","2,328","1,256",529,272
2014,구로구,구로1동,701,"2,873","1,301",676,274,"1,586",594,587,422,24,11
2014,구로구,구로3동,"6,193","79,594","28,807","2,781","1,045","72,164","25,390","3,020","1,505","1,629",867
2014,구로구,구로4동,"2,040","5,153","2,781","2,300","1,154","2,377","1,292",302,185,174,150
2014,구로구,구로5동,"4,591","24,061","11,193","3,856","1,194","16,015","7,508","2,873","1,552","1,317",939
2014,구로구,고척1동,"2,517","8,239","3,331","2,457",769,"4,940","2,061",701,381,141,120
2014,구로구,고척2동,"1,433","4,058","2,054","1,504",630,"2,017","1,139",434,187,103,98
2014,구로구,개봉2동,"1,151","2,958","1,586","1,234",517,"1,283",753,364,255,77,61
2014,구로구,개봉3동,991,"3,061","1,654","1,081",462,"1,652",946,276,200,52,46
2014,구로구,오류1동,"1,128","4,665","2,436","1,141",491,"3,037","1,641",333,212,154,92
2014,구로구,오류2동,"1,570","7,549","3,052","1,564",584,"4,430","1,904","1,033",375,522,189
2014,구로구,수궁동,"1,172","5,447","1,980","1,157",438,"3,343","1,110",913,415,34,17
2014,구로구,가리봉동,"1,043","2,766","1,560","1,213",590,977,591,422,236,154,143
2014,구로구,구로2동,"7,744","28,364","11,607","6,620","1,933","19,082","8,101","2,083","1,229",579,344
2014,구로구,개봉1동,"1,771","5,243","2,616","1,729",684,"2,827","1,513",372,232,315,187
2014,금천구,소계,"29,557","214,128","77,671","22,402","8,271","166,585","56,863","19,359","9,095","5,782","3,442"
2014,금천구,가산동,"12,516","145,604","49,244","5,839","2,048","124,892","40,275","11,629","5,194","3,244","1,727"
2014,금천구,독산1동,"3,676","22,377","8,285","3,269","1,174","15,790","5,219","2,067","1,100","1,251",792
2014,금천구,독산2동,"1,209","3,158","1,560","1,241",477,"1,281",703,490,251,146,129
2014,금천구,독산3동,"2,207","8,007","3,617","2,305",969,"4,384","1,921",937,454,381,273
2014,금천구,독산4동,"1,036","3,430","1,799","1,047",468,"1,644",814,551,379,188,138
2014,금천구,시흥1동,"3,008","14,157","6,720","3,128","1,395","9,000","4,151","1,819","1,002",210,172
2014,금천구,시흥2동,541,"1,675",992,524,176,905,629,142,115,104,72
2014,금천구,시흥3동,"3,318","10,323","2,616","2,876",622,"6,160","1,785","1,199",204,88,5
2014,금천구,시흥4동,889,"1,990","1,123",950,395,779,522,197,154,64,52
2014,금천구,시흥5동,"1,157","3,407","1,715","1,223",547,"1,750",844,328,242,106,82
2014,영등포구,소계,"44,099","343,943","137,750","36,807","14,159","266,091","102,228","29,764","15,392","11,281","5,971"
2014,영등포구,여의동,"8,451","148,392","54,303","4,300","1,976","131,535","45,837","10,017","5,395","2,540","1,095"
2014,영등포구,당산1동,"3,266","16,705","7,038","2,844","1,110","11,213","4,717","1,923",670,725,541
2014,영등포구,당산2동,"2,255","19,037","8,816","1,770",790,"13,734","5,909","2,031","1,111","1,502","1,006"
2014,영등포구,양평1동,"3,395","21,577","8,049","2,759",576,"14,999","5,969","3,123","1,278",696,226
2014,영등포구,양평2동,"2,175","18,189","6,553","1,449",534,"15,041","5,490","1,505",494,194,35
2014,영등포구,신길1동,"1,181","5,642","2,474","1,297",629,"4,004","1,607",327,235,14,3
2014,영등포구,신길3동,996,"2,646","1,267","1,103",507,"1,221",597,297,151,25,12
2014,영등포구,신길4동,551,"1,775",941,552,218,765,373,204,167,254,183
2014,영등포구,신길5동,707,"2,442","1,042",731,262,"1,486",642,152,98,73,40
2014,영등포구,신길6동,"1,294","4,417","2,256","1,331",570,"2,512","1,331",441,245,133,110
2014,영등포구,신길7동,597,"3,247","1,387",556,241,"2,206",822,293,161,192,163
2014,영등포구,대림1동,"1,176","4,219","2,446","1,221",578,"2,635","1,634",321,198,42,36
2014,영등포구,대림2동,"1,364","4,491","2,340","1,513",734,"2,534","1,375",392,207,52,24
2014,영등포구,대림3동,"2,858","10,566","4,275","2,747",839,"6,824","2,837",747,448,248,151
2014,영등포구,영등포본동,"1,364","5,027","2,497","1,316",594,"2,824","1,343",787,484,100,76
2014,영등포구,영등포동,"6,319","34,416","15,735","6,068","2,454","20,656","9,128","4,597","2,623","3,095","1,530"
2014,영등포구,도림동,"1,021","2,924","1,244","1,014",411,"1,374",591,268,165,268,77
2014,영등포구,문래동,"5,129","38,231","15,087","4,236","1,136","30,528","12,026","2,339","1,262","1,128",663
2014,동작구,소계,"20,160","105,146","49,976","21,787","9,990","60,860","28,799","15,524","7,454","6,975","3,733"
2014,동작구,노량진2동,962,"5,049","2,432","1,069",514,"3,209","1,434",413,266,358,218
2014,동작구,상도1동,"1,723","7,431","3,690","1,763",775,"4,103","2,028","1,402",768,163,119
2014,동작구,상도2동,"1,302","4,580","2,379","1,368",634,"2,345","1,179",788,502,79,64
2014,동작구,상도3동,955,"2,611","1,387","1,091",485,"1,216",705,237,147,67,50
2014,동작구,상도4동,996,"2,903","1,641","1,099",461,"1,409",890,335,231,60,59
2014,동작구,사당1동,"1,875","9,718","4,912","1,814",783,"4,835","2,255","1,255",699,"1,814","1,175"
2014,동작구,사당3동,"1,005","4,121","1,989",978,429,"1,920",892,"1,129",598,94,70
2014,동작구,사당4동,640,"1,613",843,711,315,729,425,172,102,1,1
2014,동작구,사당5동,507,"1,533",762,494,191,795,417,224,153,20,1
2014,동작구,대방동,"1,655","12,250","4,706","1,544",674,"7,049","3,047","3,169",797,488,188
2014,동작구,신대방1동,"1,094","4,655","2,141","1,161",558,"2,625","1,088",446,214,423,281
2014,동작구,신대방2동,"1,262","22,408","9,930","1,097",512,"18,309","7,786","2,183","1,038",819,594
2014,동작구,흑석동,"1,643","9,540","4,988","1,718",843,"4,792","2,821","1,080",658,"1,950",666
2014,동작구,노량진1동,"2,957","11,480","5,435","4,217","2,039","4,820","2,407","1,919",820,524,169
2014,동작구,사당2동,"1,584","5,254","2,741","1,663",777,"2,704","1,425",772,461,115,78
